GAME_DATE_EST	TEAM_ID_home	PTS_home	FG_PCT_home	FT_PCT_home	FG3_PCT_home	AST_home	REB_home	HOME_TEAM_WINS
3/4/2011	1610612758	106	0.519	0.818	0.4	29	39	1
3/4/2011	1610612745	114	0.573	0.862	0.2	24	35	1
3/4/2011	1610612740	108	0.512	0.792	0.333	20	48	1
3/4/2011	1610612757	104	0.534	0.84	0.333	20	32	1
2/4/2011	1610612741	113	0.482	0.929	0.385	24	43	1
2/4/2011	1610612763	106	0.511	0.692	0.417	23	44	1
2/4/2011	1610612749	93	0.486	0.75	0.333	18	45	1
2/4/2011	1610612744	99	0.449	0.917	0.333	22	43	1
2/4/2011	1610612746	98	0.446	0.711	0.385	17	47	1
1/4/2011	1610612754	89	0.462	0.737	0.273	16	47	1
1/4/2011	1610612753	89	0.423	0.833	0.31	18	37	1
1/4/2011	1610612755	115	0.563	0.864	0.429	25	43	1
1/4/2011	1610612764	115	0.489	0.594	0.5	18	56	1
1/4/2011	1610612765	96	0.52	0.714	0.333	21	37	0
1/4/2011	1610612737	88	0.367	0.867	0.25	14	52	1
1/4/2011	1610612750	92	0.42	0.737	0.435	16	31	0
1/4/2011	1610612740	81	0.449	0.833	0.308	24	26	0
1/4/2011	1610612745	119	0.447	0.897	0.391	24	45	1
1/4/2011	1610612756	111	0.519	0.727	0.357	22	40	1
1/4/2011	1610612757	98	0.43	0.926	0.294	24	35	1
1/4/2011	1610612758	90	0.398	0.647	0.095	19	41	0
1/4/2011	1610612762	85	0.415	0.833	0.2	15	44	0
31/3/2011	1610612759	97	0.433	0.786	0.276	21	43	0
31/3/2011	1610612747	110	0.447	0.718	0.375	23	52	1
30/3/2011	1610612737	85	0.471	0.867	0.4	21	42	1
30/3/2011	1610612766	98	0.56	0.706	0.25	33	32	1
30/3/2011	1610612754	111	0.477	0.92	0.24	20	42	1
30/3/2011	1610612755	108	0.541	0.917	0.385	30	41	1
30/3/2011	1610612761	98	0.513	0.938	0.385	22	34	0
30/3/2011	1610612764	107	0.494	0.71	0.563	15	35	0
30/3/2011	1610612752	120	0.5	0.808	0.304	24	39	1
30/3/2011	1610612763	110	0.565	0.632	0.5	28	44	1
30/3/2011	1610612750	91	0.412	0.762	0.294	12	34	0
30/3/2011	1610612740	95	0.466	0.759	0.333	17	35	1
30/3/2011	1610612743	104	0.469	0.688	0.273	21	43	1
30/3/2011	1610612756	98	0.45	0.759	0.286	18	37	0
30/3/2011	1610612746	100	0.467	0.806	0.208	22	47	0
29/3/2011	1610612739	102	0.556	0.657	0.529	25	44	1
29/3/2011	1610612751	87	0.416	0.7	0.375	20	42	0
29/3/2011	1610612760	115	0.455	0.848	0.333	24	52	1
29/3/2011	1610612758	116	0.533	0.55	0.45	31	50	1
28/3/2011	1610612766	87	0.485	0.692	0.273	25	37	1
28/3/2011	1610612754	107	0.545	0.773	0.4	18	36	1
28/3/2011	1610612752	113	0.432	0.756	0.343	16	43	1
28/3/2011	1610612741	85	0.413	0.6	0.111	18	42	0
28/3/2011	1610612759	92	0.481	0.5	0.24	16	37	0
28/3/2011	1610612762	95	0.419	0.476	0.292	23	53	0
27/3/2011	1610612755	111	0.44	0.722	0.357	22	36	0
27/3/2011	1610612739	83	0.368	0.7	0.25	16	48	0
27/3/2011	1610612748	125	0.5	0.824	0.294	16	48	1
27/3/2011	1610612763	111	0.545	0.7	0.429	19	40	1
27/3/2011	1610612750	82	0.375	0.652	0.412	16	49	0
27/3/2011	1610612760	99	0.427	0.897	0.375	13	42	1
27/3/2011	1610612744	114	0.474	0.684	0.458	26	44	1
27/3/2011	1610612747	102	0.482	0.81	0.176	21	44	1
27/3/2011	1610612756	83	0.425	0.609	0.063	22	46	0
26/3/2011	1610612737	98	0.5	0.727	0.222	23	40	1
26/3/2011	1610612766	114	0.473	0.821	0.278	23	46	1
26/3/2011	1610612765	100	0.513	0.667	0.571	23	39	1
26/3/2011	1610612749	87	0.392	0.905	0.429	17	37	0
26/3/2011	1610612762	77	0.421	0.588	0.25	18	31	0
26/3/2011	1610612746	94	0.464	0.652	0.111	22	51	1
25/3/2011	1610612754	93	0.352	0.833	0.16	15	52	0
25/3/2011	1610612753	95	0.507	0.435	0.407	24	34	1
25/3/2011	1610612738	81	0.408	0.769	0.2	15	37	0
25/3/2011	1610612739	97	0.463	0.75	0.333	21	51	1
25/3/2011	1610612748	111	0.494	0.786	0.35	22	49	1
25/3/2011	1610612752	96	0.4	0.87	0.211	13	40	0
25/3/2011	1610612741	99	0.415	0.806	0.353	19	45	1
25/3/2011	1610612760	111	0.524	0.679	0.308	24	40	1
25/3/2011	1610612743	114	0.494	0.792	0.423	29	45	1
25/3/2011	1610612756	100	0.493	0.76	0.579	24	37	0
25/3/2011	1610612757	98	0.465	0.786	0.269	14	39	1
25/3/2011	1610612744	138	0.614	0.813	0.588	33	40	1
25/3/2011	1610612747	112	0.5	0.718	0.333	19	41	1
24/3/2011	1610612742	104	0.494	0.8	0.296	31	43	1
24/3/2011	1610612762	117	0.512	0.84	0.444	23	43	0
23/3/2011	1610612766	88	0.444	0.724	0.3	21	28	0
23/3/2011	1610612739	94	0.374	0.686	0.167	15	58	0
23/3/2011	1610612755	105	0.488	0.722	0.556	22	40	1
23/3/2011	1610612738	87	0.42	0.957	0.467	24	37	0
23/3/2011	1610612765	94	0.493	0.769	0.308	28	37	0
23/3/2011	1610612752	99	0.405	0.792	0.429	20	35	0
23/3/2011	1610612749	90	0.457	0.833	0.333	23	32	0
23/3/2011	1610612760	106	0.545	0.833	0.4	15	35	1
23/3/2011	1610612745	131	0.505	0.771	0.462	35	45	1
23/3/2011	1610612756	114	0.467	0.818	0.429	26	42	1
23/3/2011	1610612743	115	0.506	0.641	0.571	22	42	1
23/3/2011	1610612746	127	0.495	0.788	0.346	36	45	1
22/3/2011	1610612737	81	0.453	0.75	0.833	16	26	0
22/3/2011	1610612757	111	0.5	0.839	0.25	26	45	1
22/3/2011	1610612747	139	0.442	0.88	0.407	30	56	1
21/3/2011	1610612739	86	0.395	0.81	0.25	24	38	0
21/3/2011	1610612751	98	0.398	0.667	0.308	25	43	0
21/3/2011	1610612752	86	0.405	0.76	0.318	20	38	0
21/3/2011	1610612741	132	0.613	0.71	0.706	34	38	1
21/3/2011	1610612763	103	0.506	0.8	0.417	33	40	1
21/3/2011	1610612759	111	0.494	0.842	0.344	29	42	1
21/3/2011	1610612743	123	0.478	0.811	0.304	31	52	1
20/3/2011	1610612764	98	0.519	0.765	0.125	21	32	1
20/3/2011	1610612737	104	0.529	0.742	0.467	25	39	1
20/3/2011	1610612749	100	0.431	0.838	0.368	18	50	1
20/3/2011	1610612750	95	0.443	0.75	0.412	20	27	0
20/3/2011	1610612746	99	0.452	0.824	0.45	24	38	0
20/3/2011	1610612745	110	0.402	0.878	0.421	18	48	1
20/3/2011	1610612760	93	0.4	0.8	0.294	18	44	0
20/3/2011	1610612742	101	0.43	0.84	0.364	24	51	1
20/3/2011	1610612747	84	0.449	0.917	0.176	24	35	1
19/3/2011	1610612746	100	0.481	0.944	0.529	25	34	1
19/3/2011	1610612748	103	0.507	0.862	0.3	15	38	1
19/3/2011	1610612763	99	0.518	0.647	0	25	44	1
19/3/2011	1610612740	85	0.452	0.667	0.389	21	38	0
19/3/2011	1610612759	109	0.527	0.583	0.5	31	34	1
19/3/2011	1610612757	110	0.514	0.862	0.478	29	36	1
18/3/2011	1610612754	115	0.43	0.857	0.385	20	50	1
18/3/2011	1610612753	85	0.373	0.645	0.36	17	51	1
18/3/2011	1610612761	116	0.5	0.805	0.412	26	37	1
18/3/2011	1610612737	85	0.443	0.545	0.25	21	27	0
18/3/2011	1610612765	99	0.476	0.667	0.385	26	38	1
18/3/2011	1610612760	99	0.528	0.727	0.389	23	36	1
18/3/2011	1610612742	91	0.493	0.765	0.261	20	41	0
18/3/2011	1610612745	93	0.438	0.913	0.364	22	44	1
18/3/2011	1610612749	110	0.568	0.889	0.588	25	36	1
18/3/2011	1610612756	108	0.442	0.8	0.32	25	45	1
18/3/2011	1610612758	80	0.345	0.607	0.227	17	51	0
18/3/2011	1610612747	106	0.476	0.783	0.421	24	44	1
17/3/2011	1610612751	73	0.349	0.667	0.158	22	46	0
17/3/2011	1610612752	120	0.519	0.857	0.556	25	35	1
17/3/2011	1610612757	111	0.542	0.769	0.407	29	45	1
16/3/2011	1610612737	87	0.415	0.778	0.263	24	35	0
16/3/2011	1610612738	92	0.469	0.788	0.6	17	36	1
16/3/2011	1610612765	107	0.519	0.652	0.381	33	42	1
16/3/2011	1610612748	85	0.385	0.786	0.176	14	40	0
16/3/2011	1610612749	89	0.422	0.765	0.261	25	31	0
16/3/2011	1610612740	100	0.475	0.783	0.353	22	43	1
16/3/2011	1610612745	94	0.414	0.875	0.348	23	51	1
16/3/2011	1610612762	119	0.548	0.714	0.368	28	39	1
16/3/2011	1610612758	93	0.38	0.615	0.391	22	49	0
16/3/2011	1610612744	106	0.512	0.684	0.375	24	31	0
16/3/2011	1610612746	94	0.456	0.529	0.308	19	44	0
15/3/2011	1610612737	110	0.63	0.875	0.579	31	41	1
15/3/2011	1610612754	119	0.523	0.767	0.364	26	46	1
15/3/2011	1610612741	98	0.4	0.609	0.375	24	51	1
15/3/2011	1610612757	104	0.471	0.783	0.429	19	34	1
14/3/2011	1610612751	88	0.397	0.625	0.44	19	45	1
14/3/2011	1610612764	89	0.394	0.652	0	15	49	0
14/3/2011	1610612748	110	0.538	0.958	0.333	25	47	1
14/3/2011	1610612763	105	0.536	0.692	0.5	23	44	1
14/3/2011	1610612740	103	0.471	0.765	0.455	22	31	0
14/3/2011	1610612745	95	0.412	0.76	0.316	21	45	1
14/3/2011	1610612762	112	0.465	0.871	0.333	26	51	1
14/3/2011	1610612758	129	0.566	0.818	0.471	28	46	1
14/3/2011	1610612747	97	0.438	0.684	0.316	21	41	1
13/3/2011	1610612739	75	0.338	0.615	0.357	16	54	0
13/3/2011	1610612761	90	0.418	0.645	0.235	19	39	0
13/3/2011	1610612756	88	0.388	0.688	0.267	18	40	0
13/3/2011	1610612738	87	0.458	0.792	0.4	19	50	1
13/3/2011	1610612752	93	0.366	0.765	0.233	11	44	0
13/3/2011	1610612744	100	0.437	0.773	0.333	23	46	1
12/3/2011	1610612748	118	0.58	0.867	0.632	27	40	1
12/3/2011	1610612737	91	0.519	0.5	0.429	18	40	1
12/3/2011	1610612764	101	0.416	0.828	0.188	16	38	0
12/3/2011	1610612741	118	0.526	0.643	0.563	29	40	1
12/3/2011	1610612749	102	0.526	0.684	0.529	27	44	1
12/3/2011	1610612740	115	0.519	0.824	0.231	24	39	1
12/3/2011	1610612745	107	0.481	0.88	0.409	23	41	0
12/3/2011	1610612742	91	0.43	0.867	0.25	21	48	0
12/3/2011	1610612743	131	0.561	0.724	0.486	33	44	1
11/3/2011	1610612766	97	0.429	0.867	0.417	17	42	1
11/3/2011	1610612751	102	0.477	0.625	0.364	21	45	1
11/3/2011	1610612755	89	0.413	0.72	0.385	22	44	1
11/3/2011	1610612761	108	0.531	0.6	0.25	25	46	1
11/3/2011	1610612741	94	0.45	0.947	0.2	25	50	1
11/3/2011	1610612750	122	0.548	0.8	0.588	29	42	1
11/3/2011	1610612760	104	0.5	0.852	0.5	25	34	1
11/3/2011	1610612759	108	0.494	0.8	0.444	19	42	1
11/3/2011	1610612744	123	0.495	0.769	0.6	35	34	1
10/3/2011	1610612748	94	0.457	0.667	0.421	17	46	1
10/3/2011	1610612742	127	0.511	0.833	0.458	26	47	1
10/3/2011	1610612756	97	0.411	0.72	0.227	26	42	0
9/3/2011	1610612766	84	0.457	0.636	0.273	26	37	0
9/3/2011	1610612751	94	0.437	0.75	0.333	25	48	1
9/3/2011	1610612755	105	0.419	0.81	0.417	21	46	0
9/3/2011	1610612761	94	0.456	0.75	0.444	18	41	0
9/3/2011	1610612738	103	0.44	0.852	0.353	21	38	0
9/3/2011	1610612763	108	0.537	0.943	0.6	18	31	0
9/3/2011	1610612749	110	0.551	0.75	0.545	23	39	1
9/3/2011	1610612750	101	0.385	0.743	0.278	16	66	1
9/3/2011	1610612740	93	0.436	0.724	0.333	13	44	1
9/3/2011	1610612759	111	0.643	0.75	0.375	21	32	1
9/3/2011	1610612758	102	0.41	0.744	0.357	18	51	0
8/3/2011	1610612737	87	0.398	0.824	0.318	21	38	0
8/3/2011	1610612739	85	0.365	0.826	0.222	18	44	0
8/3/2011	1610612754	100	0.486	0.871	0.273	13	40	0
8/3/2011	1610612764	76	0.376	0.526	0.167	17	52	0
8/3/2011	1610612748	96	0.514	0.789	0.318	20	31	0
8/3/2011	1610612756	113	0.543	0.72	0.538	28	41	1
7/3/2011	1610612766	87	0.449	0.591	0.444	22	37	0
7/3/2011	1610612753	85	0.465	0.889	0.5	14	39	0
7/3/2011	1610612752	131	0.561	0.897	0.5	32	35	1
7/3/2011	1610612741	85	0.383	0.864	0.2	24	46	1
7/3/2011	1610612763	107	0.518	0.654	0.167	22	39	1
7/3/2011	1610612750	105	0.443	0.615	0.478	23	45	0
7/3/2011	1610612758	101	0.474	0.818	0.333	21	42	0
6/3/2011	1610612748	86	0.485	0.739	0.333	18	30	0
6/3/2011	1610612759	83	0.36	0.737	0.333	14	43	0
6/3/2011	1610612765	113	0.516	0.857	0.389	29	45	1
6/3/2011	1610612755	125	0.495	0.839	0.25	32	53	1
6/3/2011	1610612737	79	0.446	0.778	0.353	15	34	0
6/3/2011	1610612739	81	0.368	0.704	0.333	19	40	0
6/3/2011	1610612760	122	0.488	0.787	0.368	24	49	1
6/3/2011	1610612742	103	0.507	0.826	0.476	21	37	0
6/3/2011	1610612749	83	0.413	0.692	0.381	20	39	0
5/3/2011	1610612751	137	0.457	0.744	0.414	34	62	1
5/3/2011	1610612764	103	0.429	0.607	0.444	21	44	1
5/3/2011	1610612745	112	0.449	0.773	0.333	23	48	1
5/3/2011	1610612762	109	0.455	0.758	0.4	22	47	1
5/3/2011	1610612757	93	0.432	0.84	0.381	17	33	1
5/3/2011	1610612746	100	0.473	0.815	0.421	25	37	1
4/3/2011	1610612751	116	0.556	0.76	0.389	24	41	1
4/3/2011	1610612753	81	0.443	0.565	0.261	14	30	0
4/3/2011	1610612755	111	0.524	0.826	0.308	27	36	1
4/3/2011	1610612737	104	0.476	0.8	0.353	23	38	0
4/3/2011	1610612738	107	0.534	0.917	0.389	26	28	1
4/3/2011	1610612752	115	0.545	0.767	0.444	13	39	0
4/3/2011	1610612763	91	0.442	0.696	0.318	23	36	0
4/3/2011	1610612742	116	0.519	0.794	0.368	28	41	1
4/3/2011	1610612749	88	0.417	0.882	0.2	13	43	0
4/3/2011	1610612759	125	0.561	0.696	0.607	29	40	1
4/3/2011	1610612747	92	0.382	0.905	0.2	19	50	1
3/3/2011	1610612748	96	0.467	0.767	0.176	13	35	0
3/3/2011	1610612762	101	0.518	0.833	0.385	25	33	0
2/3/2011	1610612737	83	0.402	0.706	0.417	21	37	1
2/3/2011	1610612739	99	0.396	0.75	0.462	19	43	0
2/3/2011	1610612764	102	0.404	0.722	0.25	16	40	0
2/3/2011	1610612738	115	0.537	0.676	0.333	24	45	1
2/3/2011	1610612765	105	0.438	0.71	0.2	29	38	0
2/3/2011	1610612752	107	0.545	0.65	0.455	28	41	1
2/3/2011	1610612760	113	0.481	0.824	0.45	26	46	1
2/3/2011	1610612743	120	0.608	0.815	0.381	34	49	1
2/3/2011	1610612758	102	0.532	0.765	0.357	16	36	0
2/3/2011	1610612746	106	0.482	0.815	0.222	29	51	1
1/3/2011	1610612754	109	0.425	0.889	0.188	17	46	1
1/3/2011	1610612753	116	0.522	0.72	0.444	15	45	1
1/3/2011	1610612755	93	0.444	0.583	0.368	20	36	0
1/3/2011	1610612761	96	0.494	0.933	0.4	29	38	1
1/3/2011	1610612763	109	0.528	0.938	0	23	42	1
1/3/2011	1610612749	92	0.422	0.565	0.391	15	50	1
1/3/2011	1610612750	79	0.397	0.813	0.25	18	39	0
1/3/2011	1610612757	87	0.432	0.8	0.438	20	33	0
28/2/2011	1610612751	103	0.472	0.75	0.333	32	49	0
28/2/2011	1610612764	77	0.356	0.786	0.308	19	39	0
28/2/2011	1610612743	100	0.488	0.708	0.214	22	44	1
28/2/2011	1610612762	102	0.449	0.838	0.143	16	41	0
28/2/2011	1610612758	105	0.475	0.686	0.278	14	49	1
27/2/2011	1610612754	108	0.448	0.826	0.478	19	52	0
27/2/2011	1610612760	87	0.447	0.813	0.375	17	39	0
27/2/2011	1610612739	91	0.418	0.667	0.214	20	42	0
27/2/2011	1610612750	126	0.447	0.811	0.48	23	61	1
27/2/2011	1610612753	100	0.515	0.625	0.357	26	38	1
27/2/2011	1610612761	96	0.488	0.75	0.357	28	39	0
27/2/2011	1610612740	89	0.474	0.786	0.308	25	37	0
27/2/2011	1610612759	95	0.462	0.788	0.429	22	40	1
27/2/2011	1610612748	86	0.432	0.727	0.273	20	42	0
27/2/2011	1610612757	83	0.39	0.714	0.19	14	34	0
26/2/2011	1610612765	120	0.5	0.742	0.647	22	41	1
26/2/2011	1610612764	99	0.463	0.375	0.357	17	48	0
26/2/2011	1610612763	120	0.547	0.813	0.273	23	47	1
26/2/2011	1610612745	123	0.512	0.775	0.444	33	46	1
26/2/2011	1610612749	75	0.382	0.857	0.357	12	37	0
26/2/2011	1610612746	92	0.461	0.81	0.278	25	36	0
25/2/2011	1610612766	110	0.494	0.714	0.3	20	38	1
25/2/2011	1610612754	84	0.348	0.769	0.143	10	46	0
25/2/2011	1610612755	110	0.523	0.867	0.333	34	49	1
25/2/2011	1610612761	92	0.507	0.652	0.143	19	31	0
25/2/2011	1610612739	115	0.424	0.705	0.286	18	62	1
25/2/2011	1610612748	121	0.526	0.756	0.385	14	34	1
25/2/2011	1610612753	111	0.5	0.679	0.455	26	53	1
25/2/2011	1610612750	81	0.4	0.857	0.25	19	48	0
25/2/2011	1610612759	106	0.463	0.846	0.421	22	42	1
25/2/2011	1610612744	79	0.371	0.846	0.167	21	34	0
25/2/2011	1610612747	108	0.506	0.875	0.5	33	39	1
25/2/2011	1610612757	107	0.435	0.81	0.435	20	51	1
24/2/2011	1610612741	93	0.415	0.84	0.19	17	53	1
24/2/2011	1610612743	89	0.453	0.696	0.333	22	52	1
23/2/2011	1610612739	119	0.516	0.8	0.591	27	37	0
23/2/2011	1610612754	102	0.442	0.885	0.176	17	45	1
23/2/2011	1610612753	105	0.449	0.85	0.286	21	36	0
23/2/2011	1610612755	117	0.513	0.879	0.471	25	49	1
23/2/2011	1610612761	118	0.581	0.941	0	29	31	1
23/2/2011	1610612759	109	0.446	0.786	0.619	24	37	1
23/2/2011	1610612752	114	0.5	0.929	0.364	20	43	1
23/2/2011	1610612750	95	0.37	0.815	0.294	20	51	0
23/2/2011	1610612742	118	0.579	0.714	0.5	30	43	1
23/2/2011	1610612756	105	0.526	0.75	0.5	25	36	1
23/2/2011	1610612740	98	0.513	0.714	0.273	26	36	1
23/2/2011	1610612757	101	0.481	0.64	0.375	22	38	0
22/2/2011	1610612766	114	0.469	0.81	0.286	25	41	1
22/2/2011	1610612764	96	0.398	0.769	0.2	22	49	0
22/2/2011	1610612765	100	0.441	0.933	0.286	19	43	0
22/2/2011	1610612748	117	0.567	0.727	0.389	20	43	1
22/2/2011	1610612749	94	0.38	0.871	0.233	19	46	1
22/2/2011	1610612760	111	0.474	0.875	0.409	18	35	1
22/2/2011	1610612743	120	0.494	0.722	0.429	28	36	1
22/2/2011	1610612744	93	0.393	0.786	0.263	18	35	0
22/2/2011	1610612747	104	0.485	0.85	0.4	20	54	1
17/2/2011	1610612741	109	0.538	0.85	0.375	24	41	1
17/2/2011	1610612756	106	0.506	0.773	0.263	24	43	0
16/2/2011	1610612753	101	0.452	0.857	0.333	22	47	1
16/2/2011	1610612761	95	0.414	0.85	0.429	26	41	0
16/2/2011	1610612738	94	0.431	0.769	0.182	18	37	1
16/2/2011	1610612739	104	0.471	0.864	0.313	28	38	1
16/2/2011	1610612765	115	0.515	0.684	0.222	26	45	1
16/2/2011	1610612752	102	0.481	0.81	0.391	25	44	1
16/2/2011	1610612750	90	0.354	0.694	0.292	16	49	0
16/2/2011	1610612742	116	0.556	0.5	0.5	34	35	1
16/2/2011	1610612745	105	0.464	0.6	0.281	27	40	0
16/2/2011	1610612749	87	0.388	0.786	0.13	14	40	0
16/2/2011	1610612762	100	0.455	0.9	0.214	18	40	0
16/2/2011	1610612757	103	0.529	0.833	0.316	19	31	1
15/2/2011	1610612754	103	0.419	0.793	0.444	19	45	0
15/2/2011	1610612741	106	0.5	0.767	0.5	25	38	1
15/2/2011	1610612763	102	0.467	0.632	0.429	20	37	1
15/2/2011	1610612760	126	0.5	0.933	0.333	28	48	1
15/2/2011	1610612756	102	0.493	0.75	0.414	24	32	1
15/2/2011	1610612744	102	0.506	0.824	0.526	25	32	1
14/2/2011	1610612766	109	0.512	0.81	0.381	28	37	1
14/2/2011	1610612751	85	0.348	0.81	0.333	15	39	0
14/2/2011	1610612765	79	0.386	0.789	0.526	20	26	0
14/2/2011	1610612749	102	0.515	0.7	0.423	25	33	1
14/2/2011	1610612750	81	0.39	0.765	0.444	15	35	0
14/2/2011	1610612745	121	0.494	0.864	0.438	31	46	1
13/2/2011	1610612738	85	0.423	0.75	0.267	19	40	1
13/2/2011	1610612753	89	0.487	0.8	0.304	19	46	1
13/2/2011	1610612739	100	0.422	0.613	0.478	23	43	0
13/2/2011	1610612765	100	0.515	0.8	0.6	23	32	0
13/2/2011	1610612761	98	0.427	0.813	0.154	16	39	1
13/2/2011	1610612763	116	0.557	0.813	0.333	19	41	1
13/2/2011	1610612756	108	0.467	0.75	0.3	25	36	0
13/2/2011	1610612744	100	0.434	0.778	0.304	28	47	1
12/2/2011	1610612737	86	0.402	0.833	0.217	26	40	0
12/2/2011	1610612751	95	0.418	0.71	0.5	15	49	0
12/2/2011	1610612764	94	0.463	0.625	0.273	15	35	0
12/2/2011	1610612750	87	0.364	0.864	0.174	15	45	0
12/2/2011	1610612740	88	0.406	0.667	0.4	16	26	0
12/2/2011	1610612745	102	0.406	0.765	0.379	21	38	0
12/2/2011	1610612749	97	0.424	0.8	0.391	20	37	0
12/2/2011	1610612758	97	0.452	0.714	0.083	18	49	0
11/2/2011	1610612766	89	0.426	0.692	0.286	16	42	0
11/2/2011	1610612754	116	0.506	0.8	0.4	17	44	1
11/2/2011	1610612753	93	0.462	0.64	0.238	21	41	0
11/2/2011	1610612755	77	0.354	0.824	0.385	18	46	1
11/2/2011	1610612761	96	0.514	0.708	0.556	21	35	0
11/2/2011	1610612739	126	0.5	0.813	0.4	34	43	1
11/2/2011	1610612765	92	0.425	0.842	0.333	20	35	0
11/2/2011	1610612752	96	0.412	0.875	0.25	22	44	0
11/2/2011	1610612763	89	0.432	0.733	0.5	15	45	1
11/2/2011	1610612762	83	0.436	0.667	0.412	27	45	0
10/2/2011	1610612738	86	0.402	0.789	0.313	25	36	0
10/2/2011	1610612756	112	0.524	0.857	0.545	25	47	1
10/2/2011	1610612743	121	0.524	0.75	0.484	25	36	1
9/2/2011	1610612739	94	0.514	0.632	0.421	27	38	0
9/2/2011	1610612754	104	0.476	0.808	0.455	23	42	1
9/2/2011	1610612751	103	0.469	0.789	0.522	29	43	1
9/2/2011	1610612755	95	0.42	0.682	0.316	22	45	0
9/2/2011	1610612761	100	0.5	0.722	0.333	22	32	0
9/2/2011	1610612764	100	0.474	0.9	0.625	19	51	1
9/2/2011	1610612752	108	0.494	0.957	0.231	21	34	0
9/2/2011	1610612762	86	0.474	0.524	0.125	23	48	0
9/2/2011	1610612758	100	0.47	0.826	0.231	19	48	0
9/2/2011	1610612744	116	0.511	0.667	0.5	30	42	1
8/2/2011	1610612737	83	0.407	0.667	0.167	20	35	0
8/2/2011	1610612753	101	0.432	0.618	0.333	22	49	1
8/2/2011	1610612765	89	0.434	0.737	0.273	14	35	0
8/2/2011	1610612748	117	0.53	0.75	0.333	20	36	1
8/2/2011	1610612749	92	0.463	0.7	0.154	17	50	1
8/2/2011	1610612760	101	0.412	0.75	0.368	19	58	0
8/2/2011	1610612745	108	0.451	0.826	0.25	22	31	0
7/2/2011	1610612766	94	0.418	0.767	0.313	16	50	1
7/2/2011	1610612763	84	0.398	0.824	0.4	18	45	0
7/2/2011	1610612740	92	0.417	0.727	0.25	22	43	0
7/2/2011	1610612742	99	0.41	0.889	0.318	21	51	1
7/2/2011	1610612743	103	0.455	0.698	0.231	14	47	0
7/2/2011	1610612757	109	0.515	0.925	0.25	21	31	1
7/2/2011	1610612758	104	0.469	0.759	0.4	18	45	0
7/2/2011	1610612744	92	0.434	0.692	0.111	20	50	0
6/2/2011	1610612748	97	0.442	0.679	0.357	19	44	1
6/2/2011	1610612751	86	0.412	0.571	0.25	24	41	0
6/2/2011	1610612752	117	0.597	0.824	0.407	27	39	1
6/2/2011	1610612738	91	0.476	0.824	0.333	21	41	1
5/2/2011	1610612766	92	0.371	0.875	0.238	16	40	0
5/2/2011	1610612764	92	0.506	0.444	0.5	18	33	0
5/2/2011	1610612739	105	0.513	0.813	0.435	28	30	0
5/2/2011	1610612740	95	0.494	1	0.429	24	42	0
5/2/2011	1610612745	95	0.395	0.88	0.263	17	51	1
5/2/2011	1610612749	78	0.392	0.923	0.235	16	36	0
5/2/2011	1610612750	100	0.389	0.731	0.259	23	45	0
5/2/2011	1610612762	105	0.513	0.741	0.167	27	36	0
5/2/2011	1610612744	101	0.481	0.826	0.333	26	35	1
4/2/2011	1610612766	97	0.473	0.783	0.45	22	33	0
4/2/2011	1610612754	100	0.403	0.767	0.357	12	58	1
4/2/2011	1610612755	100	0.47	0.944	0.385	25	41	1
4/2/2011	1610612761	111	0.548	0.889	0.273	35	41	1
4/2/2011	1610612764	92	0.452	0.867	0.3	22	40	0
4/2/2011	1610612737	101	0.436	0.923	0.259	25	44	1
4/2/2011	1610612765	92	0.482	0.5	0.3	18	40	1
4/2/2011	1610612738	97	0.506	0.688	0.353	21	34	0
4/2/2011	1610612763	112	0.513	0.9	0.375	20	38	1
4/2/2011	1610612756	107	0.459	0.696	0.394	19	38	0
4/2/2011	1610612758	100	0.435	0.75	0.167	19	43	0
4/2/2011	1610612743	106	0.438	0.889	0.2	18	42	0
3/2/2011	1610612753	100	0.424	0.516	0.364	20	44	0
3/2/2011	1610612744	100	0.506	0.769	0.5	23	36	1
3/2/2011	1610612747	88	0.425	0.818	0.143	24	44	0
2/2/2011	1610612737	100	0.553	0.667	0.417	30	40	1
2/2/2011	1610612739	112	0.453	0.795	0.5	23	32	0
2/2/2011	1610612751	92	0.463	0.75	0.3	16	38	0
2/2/2011	1610612765	87	0.436	0.706	0.368	23	30	0
2/2/2011	1610612752	97	0.42	0.85	0.261	20	34	0
2/2/2011	1610612750	84	0.435	0.5	0.263	22	38	0
2/2/2011	1610612760	104	0.529	0.733	0.417	22	44	1
2/2/2011	1610612743	109	0.519	0.808	0.4	19	48	1
2/2/2011	1610612756	92	0.5	0.739	0.231	20	54	1
2/2/2011	1610612762	96	0.453	0.739	0.091	18	44	0
2/2/2011	1610612746	88	0.468	0.524	0.333	20	30	0
1/2/2011	1610612740	97	0.486	0.767	0.333	19	41	1
1/2/2011	1610612757	99	0.507	0.875	0.154	17	37	1
1/2/2011	1610612758	90	0.437	0.815	0.545	18	36	0
1/2/2011	1610612747	114	0.484	0.833	0.3	22	54	1
31/1/2011	1610612754	104	0.444	0.857	0.4	19	56	1
31/1/2011	1610612751	115	0.532	0.846	0.6	30	38	1
31/1/2011	1610612748	117	0.489	0.821	0.444	19	50	1
31/1/2011	1610612763	100	0.533	0.696	0.4	25	32	1
31/1/2011	1610612742	102	0.479	0.676	0.409	27	50	1
31/1/2011	1610612762	83	0.447	0.857	0.375	21	49	1
